Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
0	-1273.344	-1490.056	216.7114	2.941246	0.982784	0.0172156	0.1150538
6	-1267.58	-1484.537	216.9576	2.831179	0.970704	0.0292962	0.1380324
12	-1262.015	-1476.216	214.2012	0.7771908	0.998846	0.00115414	4.257758
18	-1260.675	-1476.021	215.3459	0.8630368	0.997264	0.00273644	3.551803
24	-1266.488	-1479.854	213.3664	0.8437996	0.997738	0.00226245	4.690212
30	-1256.235	-1470.174	213.9384	0.7978926	0.995513	0.00448665	4.394614
36	-1267.284	-1483.182	215.898	0.8220421	0.992256	0.00774368	3.25218
42	-1262.753	-1477.602	214.8486	0.9624049	0.997207	0.00279288	3.782187
48	-1259.297	-1476.291	216.9947	1.099029	0.997027	0.00297302	2.416947
54	-1255.599	-1471.693	216.0938	0.9862535	0.996448	0.00355165	3.038157
60	-1256.2	-1472.927	216.7266	1.017652	0.991976	0.00802413	2.634868
66	-1253.828	-1470.674	216.8454	0.9167335	0.997381	0.00261858	2.623782
72	-1248.002	-1464.714	216.7113	1.050842	0.984191	0.0158092	2.623782
78	-1266.199	-1482.119	215.92	0.9628665	0.971784	0.0282161	3.155723
84	-1266.26	-1482.401	216.1407	0.9312595	0.986002	0.0139976	3.043033
90	-1262.548	-1477.213	214.6644	0.9036775	0.986002	0.0139976	3.921805
96	-1270.144	-1486.148	216.0033	0.8368137	0.984553	0.0154472	3.181106
102	-1272.178	-1488.811	216.6329	0.9709055	0.992482	0.00751828	2.721212
108	-1274.841	-1491.192	216.352	0.8549685	0.996243	0.00375655	2.962028
114	-1263.698	-1479.801	216.1028	0.9166944	0.995559	0.00444096	3.074357
120	-1258.061	-1474.561	216.5	0.976637	0.993955	0.0060447	2.798831
126	-1264.368	-1480.296	215.9282	0.9777257	0.994272	0.00572801	3.142014
132	-1262.204	-1477.368	215.1639	0.9764479	0.99567	0.00433008	3.591673
138	-1267.801	-1483.808	216.0071	0.8951895	0.953814	0.046186	3.144191
144	-1265.831	-1480.751	214.9199	0.8775484	0.980465	0.019535	3.79004
150	-1266.987	-1483.167	216.1806	0.9150856	0.988122	0.0118779	3.028792
156	-1263.903	-1479.858	215.9548	1.095241	0.994473	0.00552732	3.056123
162	-1266.312	-1483.466	217.1538	1.155523	0.993675	0.00632533	2.279988
168	-1257.417	-1473.648	216.2301	1.008714	0.99997	3.04322e-05	2.94284
174	-1263.589	-1480.737	217.1487	0.9272475	0.999987	1.30743e-05	2.428162
180	-1262.106	-1478.968	216.8617	1.002222	0.999987	1.29551e-05	2.560774
186	-1259.16	-1474.58	215.4201	0.8975919	0.999992	8.12567e-06	3.488459
192	-1262.988	-1478.778	215.7896	0.9740909	0.996343	0.00365717	3.226376
198	-1263.035	-1479.067	216.032	0.9653664	0.97746	0.02254	3.087587
204	-1271.117	-1487.231	216.1142	0.8680724	0.991267	0.00873306	3.096556
210	-1259.442	-1475.952	216.5103	1.07614	0.9928	0.00719981	2.731798
216	-1274.407	-1490.863	216.4555	1.02888	0.990532	0.00946766	2.794133
222	-1284.321	-1501.693	217.3718	2.681375	0.985498	0.0145016	0.205971
228	-1282.038	-1499.405	217.3677	2.705831	0.990762	0.00923754	0.2133165
234	-1258.935	-1474.421	215.4852	1.012914	0.992727	0.00727306	3.382858
240	-1282.295	-1496.694	214.3989	0.9304706	0.993084	0.00691597	4.058255
246	-1272.435	-1487.668	215.233	0.8594106	0.991224	0.0087761	3.619511
252	-1273.15	-1489.643	216.4933	0.9978788	0.990383	0.00961662	2.789979
258	-1274.257	-1490.603	216.3456	1.051823	0.986578	0.0134222	2.846988
264	-1304.769	-1521.717	216.9486	2.89862	0.932423	0.0675774	0.1498362
270	-1288.491	-1505.468	216.9765	2.905905	0.954561	0.0454391	0.157645
276	-1287.712	-1504.58	216.8679	2.928925	0.962069	0.0379309	0.1395804
282	-1284.589	-1501.286	216.6975	3.030311	0.974613	0.0253867	0.1270495
288	-1287.484	-1503.979	216.4945	3.080023	0.974613	0.0253867	0.1040974
294	-1298.448	-1516.207	217.7591	1.389645	0.964198	0.035802	1.71909
300	-1288.336	-1505.717	217.381	1.294544	0.979568	0.0204321	2.041651
306	-1278.737	-1496.013	217.2762	1.276766	0.981734	0.018266	2.122307
312	-1270.031	-1487.35	217.319	1.158786	0.979723	0.0202772	2.171317
318	-1271.919	-1489.29	217.3719	1.361702	0.979723	0.0202772	2.003131
324	-1271.66	-1489.443	217.7828	1.366316	0.988168	0.011832	1.718851
330	-1269.699	-1487.436	217.7366	1.27546	0.995258	0.00474204	1.814443
336	-1286.775	-1503.67	216.8948	1.22893	0.995258	0.00474204	2.398042
342	-1278.087	-1494.456	216.3686	3.177216	0.986381	0.0136195	0.1004092
348	-1279.341	-1495.97	216.6291	3.021613	0.990944	0.00905562	0.1147663
354	-1285.386	-1501.543	216.1571	0.9962243	0.98761	0.0123903	2.994264
360	-1271.612	-1487.837	216.2251	1.066598	0.994579	0.00542111	2.910952
366	-1272.274	-1488.507	216.2332	1.00285	0.997786	0.00221376	2.944477
372	-1272.076	-1486.942	214.8663	0.9947014	0.996781	0.00321909	3.753373
378	-1276.618	-1492.45	215.8316	0.9483249	0.991282	0.00871837	3.216771
384	-1283.478	-1499.757	216.2792	1.102613	0.990433	0.00956657	2.856428
390	-1277.137	-1493.854	216.7167	1.088976	0.990433	0.00956657	2.596907
396	-1268.065	-1483.772	215.7068	0.859497	0.982968	0.0170322	3.34281
402	-1269.801	-1484.497	214.6965	0.8507021	0.98076	0.0192402	3.933755
408	-1268.889	-1484.162	215.2727	0.7876782	0.986604	0.013396	3.638129
414	-1276.25	-1491.918	215.6683	0.7609104	0.995603	0.00439662	3.423276
420	-1272.583	-1489.11	216.5268	0.9163856	0.997569	0.00243118	2.819165
426	-1268.024	-1482.98	214.9567	1.027007	0.997333	0.0026673	3.682504
432	-1263.269	-1479.88	216.6112	1.083137	0.996048	0.00395192	2.665606
438	-1259.774	-1476.311	216.5376	0.9795762	0.998024	0.00197639	2.774155
444	-1264.408	-1480.157	215.7491	0.8432228	0.987205	0.0127946	3.327517
450	-1286.187	-1503.032	216.8449	2.913859	0.980337	0.0196632	0.1324712
456	-1278.225	-1495.091	216.8659	2.912376	0.990529	0.00947104	0.1360569
462	-1280.974	-1496.92	215.9458	0.9506722	0.993936	0.00606404	3.147633
468	-1273.383	-1488.973	215.59	0.9128992	0.987462	0.0125383	3.380061
474	-1271.945	-1488.743	216.7978	1.044097	0.982213	0.0177868	2.574421
480	-1264.423	-1480.078	215.6551	0.9559484	0.996882	0.00311756	3.316479
